H          c-C3H                  c-C3H2                                                   0.50 0.00e+00             87 2  2
H          c-C3H                  c-C3H2                                                   0.80 0.00e+00             87 3  2
H          c-C3H                  l-C3H2                                                   0.50 0.00e+00             88 1  2
H          c-C3H                  l-C3H2                                                   0.20 0.00e+00             88 2  2
H          c-C3H                  t-C3H2                                                   0.00 0.00e+00             89 1  2
H          l-C3H                  l-C3H2                                                   1.00 0.00e+00             90 1  1
H          l-C3H                  l-C3H2                                                   0.50 0.00e+00             90 2  2
H          l-C3H                  l-C3H2                                                   0.20 0.00e+00             90 3  2
H          l-C3H                  c-C3H2                                                   0.50 0.00e+00             91 1  2
H          l-C3H                  c-C3H2                                                   0.80 0.00e+00             91 2  2
H          l-C3H                  t-C3H2                                                   0.00 0.00e+00             92 1  2
H          c-C3H2                 CH2CCH                                                   1.00 0.00e+00             93 1  2
H          l-C3H2                 CH2CCH                                                   1.00 0.00e+00             94 1  2
H          CH2CCH                 CH3CCH                                                   1.00 0.00e+00             95 1  2
H          CH2CCH                 CH3CCH                                                   0.50 0.00e+00             95 2  2
H          CH2CCH                 CH2CCH2                                                  0.50 0.00e+00             96 1  2
H          C3N                    HC3N                                                     1.00 0.00e+00             97 1  1
H          C4                     C4H                                                      1.00 0.00e+00             98 1  1
H          C4H                    C4H2                                                     1.00 0.00e+00             99 1  1
H          C4H2                   C4H3                                                     1.00 0.00e+00            100 1  1
H          C4H3                   C4H4                                                     1.00 0.00e+00            101 1  1
H          C5                     C5H                                                      1.00 0.00e+00            102 1  1
H          C5H                    C5H2                                                     1.00 0.00e+00            103 1  1
H          C5N                    HC5N                                                     1.00 0.00e+00            104 1  1
H          C6                     C6H                                                      1.00 0.00e+00            105 1  1
H          C6H                    C6H2                                                     1.00 0.00e+00            106 1  1
H          C7                     C7H                                                      1.00 0.00e+00            107 1  1
H          C7H                    C7H2                                                     1.00 0.00e+00            108 1  1
H          C7N                    HC7N                                                     1.00 0.00e+00            109 1  1
H          C8                     C8H                                                      1.00 0.00e+00            110 1  1
H          C8H                    C8H2                                                     1.00 0.00e+00            111 1  1
H          C9                     C9H                                                      1.00 0.00e+00            112 1  1
H          C9H                    C9H2                                                     1.00 0.00e+00            113 1  1
H          C9N                    HC9N                                                     1.00 0.00e+00            114 1  1
H          CH                     CH2                                                      1.00 0.00e+00            115 1  1
H          CH2                    CH3                                                      1.00 0.00e+00            116 1  1
H          H2CCN                  CH3CN                                                    1.00 0.00e+00            117 1  1
H          CH3                    CH4                                                      1.00 0.00e+00            118 1  1
H          CH4                    CH3        H2                                            1.00 0.00e+00            119 1  1
H          CN                     HCN                                                      1.00 0.00e+00            120 1  1
H          CO                     HCO                                                      1.00 0.00e+00            121 1  1
H          CS                     HCS                                                      1.00 0.00e+00            122 1  2
H          H                      H2                                                       1.00 0.00e+00            123 1  1
H          H2CN                   CH2NH                                                    1.00 0.00e+00            124 1  1
H          HOOH                   H2O        OH                                            0.50 0.00e+00            125 1  1
H          HOOH                   O2H        H2                                            0.50 0.00e+00            126 1  1
H          H2S                    H2         HS                                            1.00 0.00e+00            127 1  2
H          HCO                    H2CO                                                     1.00 0.00e+00            128 1  1
H          HCS                    H2CS                                                     1.00 0.00e+00            129 1  2
H          HNO                    NO         H2                                            1.00 0.00e+00            130 1  1
H          HS                     H2S                                                      1.00 0.00e+00            131 1  2
H          N                      NH                                                       1.00 0.00e+00            132 1  1
H          Na                     NaH                                                      1.00 0.00e+00            133 1  1
H          NH                     NH2                                                      1.00 0.00e+00            134 1  1
H          NH2                    NH3                                                      1.00 0.00e+00            135 1  1
H          NO                     HNO                                                      1.00 0.00e+00            136 1  1
H          O                      OH                                                       1.00 0.00e+00            137 1  1
H          O2                     O2H                                                      1.00 0.00e+00            138 1  1
H          O2H                    HOOH                                                     1.00 0.00e+00            139 1  1
H          OCN                    HNCO                                                     1.00 0.00e+00            140 1  1
H          OCS                    CO         HS                                            1.00 0.00e+00            141 1  1
H          OH                     H2O                                                      1.00 0.00e+00            142 1  1
H          S                      HS                                                       1.00 0.00e+00            143 1  2
H          Si                     SiH                                                      1.00 0.00e+00            144 1  1
H          SiH                    SiH2                                                     1.00 0.00e+00            145 1  1
H          SiH2                   SiH3                                                     1.00 0.00e+00            146 1  1
H          SiH3                   SiH4                                                     1.00 0.00e+00            147 1  1
H          SO2                    O2         HS                                            1.00 0.00e+00            148 1  1
H2         C                      CH2                                                      1.00 0.00e+00            149 1  1
H2         C2                     CCH        H                                             1.00 0.00e+00            150 1  1
H2         CCH                    C2H2       H                                             1.00 0.00e+00            151 1  1
H2         C3                     c-C3H      H                                             0.50 0.00e+00            152 1  1
H2         C3                     c-C3H      H                                             0.00 0.00e+00            152 2  2
H2         C3                     c-C3H      H                                             0.00 0.00e+00            152 3  2
H2         C3                     l-C3H      H                                             0.50 0.00e+00            153 1  1
H2         C3                     l-C3H      H                                             0.00 0.00e+00            153 2  2
H2         C3                     l-C3H      H                                             0.00 0.00e+00            153 3  2
H2         c-C3H                  c-C3H2     H                                             1.00 0.00e+00            154 1  2
H2         c-C3H                  c-C3H2     H                                             0.50 0.00e+00            154 2  2
H2         c-C3H                  CH2CCH                                                   0.50 0.00e+00            155 1  2
H2         l-C3H                  l-C3H2     H                                             1.00 0.00e+00            156 1  1
H2         l-C3H                  l-C3H2     H                                             0.00 0.00e+00            156 2  2
H2         l-C3H                  c-C3H2     H                                             0.00 0.00e+00            157 1  2
H2         l-C3H                  CH2CCH                                                   1.00 0.00e+00            158 1  2
H2         C4                     C4H        H                                             1.00 0.00e+00            159 1  1
H2         C4H                    C4H2       H                                             1.00 0.00e+00            160 1  1
H2         C5                     C5H        H                                             1.00 0.00e+00            161 1  1
H2         C5H                    C5H2       H                                             1.00 0.00e+00            162 1  1
H2         C6                     C6H        H                                             1.00 0.00e+00            163 1  1
H2         C6H                    C6H2       H                                             1.00 0.00e+00            164 1  1
H2         C7                     C7H        H                                             1.00 0.00e+00            165 1  1
H2         C7H                    C7H2       H                                             1.00 0.00e+00            166 1  1
H2         C8                     C8H        H                                             1.00 0.00e+00            167 1  1
H2         C8H                    C8H2       H                                             1.00 0.00e+00            168 1  1
H2         C9                     C9H        H                                             1.00 0.00e+00            169 1  1
H2         C9H                    C9H2       H                                             1.00 0.00e+00            170 1  1
H2         CH2                    CH3        H                                             1.00 0.00e+00            171 1  1
H2         CH3                    CH4        H                                             1.00 0.00e+00            172 1  1
H2         CN                     HCN        H                                             1.00 0.00e+00            173 1  1
H2         NH2                    NH3        H                                             1.00 0.00e+00            174 1  1
H2         OH                     H2O        H                                             1.00 0.00e+00            175 1  1
N          C2                     CCN                                                      1.00 0.00e+00            176 1  1
N          C3                     C3N                                                      1.00 0.00e+00            177 1  2
N          l-C3H                  HC3N                                                     1.00 0.00e+00            178 1  2
N          c-C3H                  HC3N                                                     1.00 0.00e+00            179 1  2
N          C5                     C5N                                                      1.00 0.00e+00            180 1  1
N          C5H                    HC5N                                                     1.00 0.00e+00            181 1  1
N          C7                     C7N                                                      1.00 0.00e+00            182 1  1
N          C7H                    HC7N                                                     1.00 0.00e+00            183 1  1
N          C9                     C9N                                                      1.00 0.00e+00            184 1  1
N          C9H                    HC9N                                                     1.00 0.00e+00            185 1  1
N          CH                     HCN                                                      1.00 0.00e+00            186 1  1
N          CH2                    H2CN                                                     1.00 0.00e+00            187 1  1
N          CH3                    CH2NH                                                    1.00 0.00e+00            188 1  1
N          HS                     NS         H                                             1.00 0.00e+00            189 1  1
N          HS                     NS         H                                             1.00 0.00e+00            189 2  2
N          N                      N2                                                       1.00 0.00e+00            190 1  1
N          NH                     N2         H                                             1.00 0.00e+00            191 1  1
N          NS                     N2         S                                             1.00 0.00e+00            192 1  1
N          NS                     N2         S                                             1.00 0.00e+00            192 2  2
N          O                      NO                                                       1.00 0.00e+00            193 1  1
N          O2H                    O2         NH                                            1.00 0.00e+00            194 1  1
N          S                      NS                                                       1.00 0.00e+00            195 1  1
NH         CH2                    CH2NH                                                    1.00 0.00e+00            196 1  1
NH         NH                     N2         H2                                            1.00 0.00e+00            197 1  1
NH         NO                     N2         O          H                                  1.00 0.00e+00            198 1  1
NH2        CH3                    CH3NH2                                                   1.00 0.00e+00            199 1  1
NH2        HCO                    NH2CHO                                                   1.00 0.00e+00            200 1  1
NH2        NO                     H2O        N2                                            1.00 0.00e+00            201 1  1
O          C2                     CCO                                                      1.00 0.00e+00            202 1  1
O          C3                     C3O                                                      1.00 0.00e+00            203 1  2
O          CH                     HCO                                                      1.00 0.00e+00            204 1  1
O          CH2                    H2CO                                                     1.00 0.00e+00            205 1  1
O          CN                     OCN                                                      1.00 0.00e+00            206 1  1
O          CO                     CO2                                                      1.00 0.00e+00            207 1  1
O          CS                     OCS                                                      1.00 0.00e+00            208 1  1
O          HCO                    CO2        H                                             0.50 0.00e+00            209 1  1
O          HCO                    CO         OH                                            0.50 0.00e+00            210 1  1
O          HNO                    NO         OH                                            1.00 0.00e+00            211 1  1
O          HS                     SO         H                                             1.00 0.00e+00            212 1  1
O          NH                     HNO                                                      1.00 0.00e+00            213 1  1
O          NH2                    HNO        H                                             1.00 0.00e+00            214 1  1
O          NS                     NO         S                                             1.00 0.00e+00            215 1  1
O          NS                     NO         S                                             1.00 0.00e+00            215 2  2
O          O                      O2                                                       1.00 0.00e+00            216 1  1
O          O2H                    O2         OH                                            1.00 0.00e+00            217 1  1
O          OH                     O2H                                                      1.00 0.00e+00            218 1  1
O          S                      SO                                                       1.00 0.00e+00            219 1  1
O          SO                     SO2                                                      1.00 0.00e+00            220 1  1
O          SO                     SO2                                                      1.00 0.00e+00            220 2  2
OH         CH3                    CH3OH                                                    1.00 0.00e+00            221 1  1
OH         CO                     CO2        H                                             0.50 0.00e+00            222 1  1
OH         H2CO                   HCO        H2O                                           1.00 0.00e+00            223 1  1
OH         HCO                    HCOOH                                                    1.00 0.00e+00            224 1  1
OH         OH                     HOOH                                                     1.00 0.00e+00            225 1  1
S          CH                     HCS                                                      1.00 0.00e+00            226 1  1
S          CH3                    H2CS       H                                             1.00 0.00e+00            227 1  1
S          CO                     OCS                                                      1.00 0.00e+00            228 1  1
S          NH                     NS         H                                             1.00 0.00e+00            229 1  1
H          F                      HF                                                       1.00 0.00e+00            230 1  1
H          CCO                    HC2O                                                     1.00 0.00e+00            231 1  1
H          HC2O                   H2CCO                                                    1.00 0.00e+00            232 1  1
CH3        CH2OH                  CH3CH2OH                                                 1.00 0.00e+00            233 1  1
CH3        CH3O                   CH3OCH3                                                  1.00 0.00e+00            234 1  1
H          CH2OH                  CH3OH                                                    1.00 0.00e+00            235 1  1
H          CH3O                   CH3OH                                                    1.00 0.00e+00            236 1  1
H          H2CO                   CH2OH                                                    0.33 0.00e+00            237 1  1
H          H2CO                   CH3O                                                     0.33 0.00e+00            238 1  1
H          H2CO                   HCO        H2                                            0.33 0.00e+00            239 1  1
HCO        CH3O                   HCOOCH3                                                  1.00 0.00e+00            240 1  1
N          CH2OH                  NH2CHO                                                   1.00 0.00e+00            241 1  1
O          CH3                    CH3O                                                     1.00 0.00e+00            242 1  1
OH         CH2                    CH2OH                                                    1.00 0.00e+00            243 1  1
H          C5H2                   C5H3                                                     1.00 0.00e+00            244 1  1
H          C6H2                   C6H3                                                     1.00 0.00e+00            245 1  1
H          C6H3                   C6H4                                                     1.00 0.00e+00            246 1  1
H          C7H2                   C7H3                                                     1.00 0.00e+00            247 1  1
H          C8H2                   C8H3                                                     1.00 0.00e+00            248 1  1
H          C8H3                   C8H4                                                     1.00 0.00e+00            249 1  1
CH3        CH3                    C2H6                                                     1.00 0.00e+00            250 1  1
H          C2H5                   C2H6                                                     1.00 0.00e+00            251 1  1
H          C2H6                   C2H5       H2                                            1.00 0.00e+00            252 1  1
H          Cl                     HCl                                                      1.00 0.00e+00            253 1  1
H          H2CCO                  CH3CO                                                    1.00 0.00e+00            254 1  1
H          CH3CO                  CH3CHO                                                   1.00 0.00e+00            255 1  1
CH3        CH3CO                  CH3COCH3                                                 1.00 0.00e+00            256 1  1
O          CH2OH                  HCOOH      H                                             1.00 0.00e+00            257 1  1
H          H2CS                   CH3S                                                     0.50 0.00e+00            258 1  2
H          H2CS                   HCS        H2                                            0.00 0.00e+00            259 1  2
H          CH3S                   CH3SH                                                    1.00 0.00e+00            260 1  2
H          CH3SH                  CH3S       H2                                            0.50 0.00e+00            261 1  2
H          CH3SH                  CH3        H2S                                           0.50 0.00e+00            262 1  2
H          HNCS                   HS         HNC                                           0.00 0.00e+00            263 1  2
H          HSCN                   HCN        HS                                            0.20 0.00e+00            264 1  2
H          HSCN                   HNC        HS                                            0.00 0.00e+00            265 1  2
H          HSCN                   H2S        CN                                            0.00 0.00e+00            266 1  2
H          CCS                    HCCS                                                     1.00 0.00e+00            267 1  2
H          HCCS                   H2CCS                                                    1.00 0.00e+00            268 1  2
H          C3S                    HC3S                                                     1.00 0.00e+00            269 1  2
H          HC3S                   H2C3S                                                    1.00 0.00e+00            270 1  2
N          HCS                    HNCS                                                     0.50 0.00e+00            271 1  2
N          HCS                    HSCN                                                     0.50 0.00e+00            272 1  2
NH         CS                     HNCS                                                     1.00 0.00e+00            273 1  2
NH2        HCS                    NH2CHS                                                   1.00 0.00e+00            274 1  2
O          HCS                    H          OCS                                           0.60 0.00e+00            275 1  2
O          HCS                    HS         CO                                            0.40 0.00e+00            276 1  2
S          HCO                    H          OCS                                           0.60 0.00e+00            277 1  2
S          HCO                    HS         CO                                            0.40 0.00e+00            278 1  2
OH         CH3SH                  CH3S       H2O                                           1.00 0.00e+00            279 1  2
CH3        HNCO                   CH3NCO     H                                             1.00 0.00e+00            280 1  2
N          CH3CO                  CH3NCO                                                   1.00 0.00e+00            281 1  2
CH3        OCN                    CH3NCO                                                   1.00 0.00e+00            282 1  2
H          t-C3H2                 CH2CCH                                                   1.00 0.00e+00            283 1  2
H          CH3CCH                 C3H5                                                     1.00 0.00e+00            284 1  2
H          C3H5                   CH3CHCH2                                                 1.00 0.00e+00            285 1  2
H          CH3CHCH2               C3H7                                                     1.00 0.00e+00            286 1  2
H          C3H7                   C3H8                                                     1.00 0.00e+00            287 1  2
H          C3H8                   C3H7       H2                                            1.00 0.00e+00            288 1  2
H          CH2CCH2                C3H5                                                     1.00 0.00e+00            289 1  2
H          C3O                    HC3O                                                     1.00 0.00e+00            290 1  2
H          HC3O                   HCCCHO                                                   1.00 0.00e+00            291 1  2
O          c-C3H                  HC3O                                                     1.00 0.00e+00            292 1  2
O          l-C3H                  HC3O                                                     1.00 0.00e+00            293 1  2
O          c-C3H2                 c-C3H2O                                                  1.00 0.00e+00            294 1  2
O          l-C3H2                 H2C3O                                                    1.00 0.00e+00            295 1  2
O          t-C3H2                 HCCCHO                                                   1.00 0.00e+00            296 1  2
O          CH2CCH                 HCCCHO     H                                             1.00 0.00e+00            297 1  2
C          NH3                    CH2NH                                                    1.00 0.00e+00 Silicate   298 1  2
